Id,OrderPalletsByGroup,AssemblyProductsFromDifferentSubgroups,AllowEmptyBays,DistributeItemsOnEmptyPallets,MinimumQuantityOfSKUsToDistributeOnEmptyPallets,IncludeTopOfPallet,AdjustReassemblesAfterWater,UseBayLessThan35,JoinPalletsWithLessThanOccupancy,OrderPalletByProductGroup,OrderProductsForAutoServiceMap,KegExclusivePallet,JoinDisposables,MinimumPercentageOccupancy,UnbCode,DistributeMixedRouteOnASCalculus,OrderByItemsSequence,CalculusTypeToBeExecuted,ChoppCodes,FolderFilesPath,FolderLoadPath,FolderPromaxXmlPath,FolderResultPath,PackingPalletTopCodes,ReceiverEmails,WaterIsotonicCodes,FolderLasIntegration,VehicleLicensePlateDefault,AllowVehicleWithoutBays,AllowGroupingComplexLoads,MinimumVolumeInComplexLoads,QuantitySkuInComplexLoads,UseItemsExclusiveOfWarehouse,EnableSafeSideRule,WarehouseId
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,235
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,236
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,237
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,238
120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,292,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,239
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,240
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,241
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,242
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,243
125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,475,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,244
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,245
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,246
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,247
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,248
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,249
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,42,35,0,1,250
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,0,251
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,15,0,1,252
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,253
135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,329,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,254
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,42,30,0,1,401
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,327
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,404
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,397
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,260
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,261
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,262
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,63,35,0,1,400
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,473
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,265
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,42,20,0,1,336
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,35,15,0,1,427
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,35,15,0,1,430
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,10,0,1,468
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,459
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,0,271
153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999_old,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,0,272
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,0,432
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,0,335
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,275
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,317
158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,495,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,15,0,1,476
160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,538,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,418
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,15,0,1,471
162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,575,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,80,0,1,348
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,403
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,40,0,1,402
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,428
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,441
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,286
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,0,287
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,0,180
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,289
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,405
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9090909,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,291
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,429
174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,478
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,431
176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,415
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,438
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,35,0,1,474
179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,541,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,391
180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,453
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,318
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,35,20,0,1,450
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,302
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,303
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,424
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,305
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,30,50,0,1,337
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,0,307
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,0,308
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,14,0,1,464
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,433
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,17,0,1,421
193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,581,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,407
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,467
195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,764,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,184
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57059,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL
197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,401,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,25,0,1,320
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PY01,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,319
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PY1n,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PY1l,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PY14,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRV3,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,322
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRVB,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,323
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRV6,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,324
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BR6V,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL
206,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9090,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,325
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRV3A,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BR53,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRV1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BR14,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,329
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BR05,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,330
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BR04,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,331
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,015,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BR20,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,333
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRDD,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,363
236,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D:\FTP\las\santos-lugares,NULL,0,0,0,0,1,0,364
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRYY,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,365
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRCJ,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,366
239,0,0,1,0,0,1,0,0,0,0,0,1,0,0,19,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D:\FTP\las\tucuman,NULL,0,0,0,0,1,0,362
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,377
261,0,0,1,0,0,1,0,0,0,0,0,1,0,0,20,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D:\FTP\las\santa-fé,NULL,0,0,0,0,1,0,388
262,0,0,1,0,0,1,0,0,0,0,0,1,0,0,8,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D:\FTP\las\Rosario1,NULL,0,0,0,0,1,0,389
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BR02,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,390
264,0,0,1,0,0,1,0,0,0,0,0,1,0,0,11,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D:\FTP\las\Neuquen,NULL,0,0,0,0,1,0,392
265,0,0,1,0,0,1,0,0,0,0,0,1,0,0,21,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D:\FTP\las\Rosario2,NULL,0,0,0,0,1,0,393
266,0,0,1,0,0,1,0,0,0,0,0,1,0,0,120,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D:\FTP\las\Mendonza,NULL,0,0,0,0,1,0,394
267,0,0,1,0,0,1,0,0,0,0,0,1,0,0,12,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D:\FTP\las\Corrientes,NULL,0,0,0,0,1,0,395
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,396
279,0,0,0,0,0,1,0,0,0,0,0,1,0,0,BO1D,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,444
283,0,0,0,0,0,1,0,0,0,0,0,1,0,0,100,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D:/FTP/las/montero,NULL,0,0,0,0,1,0,443
284,0,0,0,0,0,1,0,0,0,0,0,1,0,0,BO1M,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,445
285,0,0,0,0,0,1,0,0,0,0,0,1,0,0,79,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,446
286,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,449
287,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,454
288,0,0,0,0,0,1,0,0,0,0,0,1,0,0,33,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,455
289,0,0,0,0,0,1,0,0,0,0,0,1,0,0,PY1H,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,460
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRXX,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,461
291,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,463
292,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,465
293,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,466
294,0,0,0,0,0,1,0,0,0,0,0,1,0,0,BO1L,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,475
295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,638,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,28,0,1,416
296,0,0,0,0,0,1,0,0,0,0,0,1,0,0,BO1N,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,485
297,0,0,0,0,0,1,0,0,0,0,0,1,0,0,BO08,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,486
298,0,0,0,0,0,1,0,0,0,0,0,1,0,0,BO1I,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,487
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,0,489

(244 rows affected)
